3.298,5.357
5.862,3.462
4.974,7.041
4.603,5.871
7.111,3.135
5.422,6.034
1.425,4.104
5.712,5.598
5.7,5.837
6.733,4.707
4.982,4.898
6.785,5.676
7.762,3.669
6.857,3.786
6.914,4.525
5.291,4.626
4.803,6.449
3.334,6.127
4.16,7.171
3.889,5.17
6.314,4.252
3.207,7.149
7.413,3.557
2.378,7.071
9.169,3.796
6.058,3.279
5.425,3.582
5.329,5.643
9.373,4.067
9.027,3.409
3.4,4.02
6.05,5.624
7.345,4.551
4.88,6.856
4.817,5.287
5.706,5.275
5.833,3.633
4.361,4.995
6.812,4.345
3.997,4.706
5.955,6.278
4.331,5.639
5.221,3.551
5.558,6.112
2.932,5.465
7.663,5.186
4.699,3.65
5.061,6.145
4.032,6.894
4.935,6.547
4.305,5.977
7.151,3.702
2.693,5.351
5.535,6.889
5.367,3.179
5.205,5.82
5.815,4.251
8.025,3.361
3.152,5.272
6.803,4.929
7.175,3.94
3.765,4.415
6.147,2.246
4.232,4.751
7.476,3.556
5.56,5.145
6.547,4.379
5.185,4.364
2.342,5.696
3.24,4.471
5.024,4.19
5.443,3.558
1.776,5.867
4.366,3.693
6.345,3.916
2.364,5.999
5.493,4.031
4.045,5.059
7.02,3.153
4.749,5.002
7.296,4.513
4.903,4.725
5.749,6.728
6.513,3.602
6.697,4.678
4.579,5.918
5.156,5.079
3.325,4.73
6.048,4.128
4.738,5.61
3.851,4.864
3.687,4.253
2.924,7.384
1.699,5.745
4.665,5.766
7.141,4.113
6.606,5.195
4.965,5.834
4.334,4.5
6.04,5.402
5.594,4.904
4.948,5.395
7.142,4.319
4.229,5.232
7.034,4.942
7.569,5.681
8.238,3.996
8.252,5.286
6.825,3.048
6.405,5.458
6.12,4.213
5.135,5.004
5.307,5.795
2.804,5.28
7.116,5.178
4.762,3.727
6.621,5.117
5.323,4.032
6.956,5.507
4.471,4.655
4.677,5.383
5.651,4.712
5.141,4.835
4.308,6.093
3.094,4.332
4.874,6.234
7.958,4.304
7.221,3.923
4.578,4.14
5.533,5.191
4.145,5.241
5.471,4.591
3.852,4.534
8.613,3.581
6.18,6.666
4.957,2.983
6.359,5.254
7.283,4.581
4.324,3.817
2.7,6.722
4.77,4.049
2.056,5.661
8.406,5.416
5.565,4.369
4.13,6.071
4.428,5.207
6.059,4.13
3.901,6.226
4.502,4.596
2.721,4.259
4.215,3.648
2.135,4.063
5.637,5.692
3.349,6.631
6.075,5.39
6.527,5.701
3.164,6.4
6.068,4.176
7.749,2.164
7.468,5.643
8.284,5.064
5.617,4.598
3.997,3.576
6.694,3.717
6.067,4.919
6.043,3.886
5.808,4.273
1.351,6.813
2.745,5.079
6.966,4.482
6.516,3.62
5.588,4.317
6.586,4.795
4.593,5.385
3.091,7.482
3.293,5.674
2.859,6.701
8.302,4.774
5.047,4.719
5.141,4.846
7.3,3.506
3.959,4.991
7.968,4.578
5.997,5.343
7.134,3.233
3.861,5.092
2.912,5.776
6.681,2.504
4.036,4.296
5.674,4.468
6.612,6.458
6.107,2.705
1.602,6.152
5.87,4.378
6.867,3.894
4.534,3.517
5.995,4.284
5.167,5.727
6.493,3.781
3.8,4.86
